,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
16938,4222310680,20140926T000000,240000.0,3,2.0,1030,11118,1.0,0,0,5,7,1030,0,1970,0,98003,47.3463,-122.308,1300,7920
16124,1118000080,20150331T000000,1925000.0,4,3.75,3600,16101,1.0,0,0,3,9,3600,0,1951,0,98112,47.6308,-122.287,3650,9506
10525,8146200070,20150310T000000,1700000.0,5,2.75,3810,9360,2.0,0,0,3,10,3810,0,2014,0,98004,47.6039,-122.194,2110,9870
777,3814400125,20141016T000000,493000.0,4,2.0,1910,2874,1.0,0,0,3,7,1060,850,1910,0,98122,47.6101,-122.295,1520,2874
16068,7856660130,20141204T000000,1250000.0,5,2.75,3710,13874,1.5,0,3,4,9,2340,1370,1977,0,98006,47.5686,-122.154,3370,13874
18592,326049038,20150504T000000,520000.0,4,2.75,2700,9882,2.0,0,0,3,7,2700,0,1958,1989,98155,47.7671,-122.291,2250,10797
9292,2771602450,20140826T000000,370000.0,2,1.5,1010,2102,2.0,0,0,3,7,1010,0,1984,0,98119,47.6374,-122.375,1480,2632
8817,259600330,20150209T000000,465000.0,4,2.0,1470,10291,1.0,0,0,4,7,1470,0,1963,0,98008,47.6316,-122.121,1460,9601
13405,3186600515,20150122T000000,781000.0,3,2.5,2070,4463,1.5,0,0,5,8,1780,290,1931,0,98115,47.6853,-122.305,2070,5000
5701,1552800010,20150311T000000,352000.0,5,2.75,2980,9838,1.0,0,0,3,7,1710,1270,1968,0,98030,47.3807,-122.222,2240,9838
8868,3629960600,20150312T000000,350000.0,3,1.75,1260,1111,2.0,0,0,3,8,1260,0,2003,0,98029,47.5476,-122.005,1410,1630
20991,8725950220,20150226T000000,910000.0,3,2.5,2030,1160,3.0,0,0,3,9,1970,60,2007,0,98004,47.6213,-122.2,1950,1160
9276,722039087,20150504T000000,329000.0,2,1.0,990,57499,1.0,0,0,2,6,990,0,1949,0,98070,47.4145,-122.463,2090,27442
21399,3630220220,20140923T000000,775000.0,4,3.5,3060,4573,2.0,0,0,3,9,2410,650,2012,0,98029,47.5522,-122.001,3170,3634
18522,2722049218,20141027T000000,287500.0,4,2.25,2250,12000,2.0,0,0,3,8,2250,0,1985,0,98032,47.3715,-122.274,2140,11871
21014,7697000150,20141002T000000,284000.0,3,2.5,1660,4083,2.0,0,0,3,7,1660,0,2013,0,98038,47.3595,-122.045,1800,4087
13658,9136103027,20140608T000000,445000.0,2,1.0,1440,3225,1.0,0,0,3,7,960,480,1915,0,98103,47.6653,-122.338,1160,3630
6155,236400130,20150123T000000,239975.0,3,2.5,1820,7242,1.0,0,0,3,7,1220,600,1959,0,98188,47.4318,-122.292,1350,8214
8160,1822059440,20150203T000000,511000.0,4,3.5,3100,7600,2.0,0,0,3,10,3100,0,2005,0,98031,47.3892,-122.215,3350,7638
5367,6600250050,20140903T000000,518000.0,4,2.5,2160,9750,2.0,0,0,3,8,2160,0,1983,0,98028,47.7438,-122.246,2840,10535
8373,3013300409,20150312T000000,400000.0,2,1.0,1220,6300,1.0,0,0,3,7,760,460,1942,0,98136,47.5299,-122.387,1850,4886
9692,1900600105,20140828T000000,255000.0,3,1.5,1490,6604,1.0,0,0,4,6,1490,0,1918,0,98166,47.4683,-122.351,1330,6604
14821,7525950180,20140701T000000,1060000.0,4,2.5,4570,16015,2.0,0,2,3,11,4570,0,1990,0,98074,47.6246,-122.067,4490,17668
12351,9551200270,20140825T000000,1000000.0,5,3.0,3350,9450,2.0,0,0,5,8,2180,1170,1912,1980,98103,47.6705,-122.34,2660,4500
5055,3288301410,20140911T000000,475000.0,4,2.25,2110,7560,2.0,0,0,4,8,2110,0,1974,0,98034,47.7331,-122.183,2110,7560
5797,3211230080,20140728T000000,424000.0,3,2.5,2200,34680,2.0,0,0,3,9,2200,0,1985,0,98092,47.3139,-122.116,2560,35840
4933,2459970020,20141124T000000,360000.0,4,2.5,1950,5451,2.0,0,0,3,7,1950,0,2004,0,98058,47.4341,-122.144,2240,6221
2147,705700640,20140916T000000,353000.0,3,2.75,2170,8396,2.0,0,0,3,7,2170,0,1995,0,98038,47.3812,-122.023,2170,8378
10588,2310110070,20150317T000000,379900.0,3,2.5,2190,5071,2.0,0,0,3,8,2190,0,2004,0,98038,47.3506,-122.04,2300,5654
18659,4242900245,20150112T000000,618000.0,2,1.0,1890,4700,1.0,0,0,4,7,1030,860,1928,0,98107,47.6747,-122.391,2150,4700
18009,7203600745,20141014T000000,550000.0,3,2.75,2330,4780,2.0,0,3,3,8,1730,600,1930,1988,98198,47.3459,-122.326,1100,5336
11789,8651411420,20150305T000000,218000.0,3,1.5,1140,4875,1.0,0,0,5,6,1140,0,1970,0,98042,47.3684,-122.08,980,5070
10916,7227800055,20140909T000000,199500.0,4,2.0,1750,8116,1.0,0,0,4,5,1750,0,1943,0,98056,47.5097,-122.181,1440,7865
6677,2795000080,20140919T000000,535100.0,3,2.25,2070,7207,1.0,0,0,3,8,1720,350,1973,0,98177,47.7735,-122.371,2350,7980
20926,6852700097,20140806T000000,630000.0,3,3.25,1610,1275,2.0,0,0,3,8,1220,390,2005,0,98102,47.6236,-122.318,1750,3000
3814,3905081500,20140604T000000,532000.0,3,2.5,1820,4910,2.0,0,0,3,8,1820,0,1993,0,98029,47.5703,-121.996,2090,6668
6737,2310000380,20141219T000000,269950.0,3,1.75,1400,7735,1.0,0,0,4,7,1400,0,1989,0,98038,47.357,-122.04,1530,7754
21473,8085400586,20141101T000000,1750000.0,4,2.75,3560,8975,2.0,0,0,3,10,3560,0,2014,0,98004,47.6322,-122.209,3440,12825
1167,4388000140,20140729T000000,194000.0,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532
10571,5016001260,20150413T000000,480000.0,2,1.0,820,4200,1.0,0,0,3,7,820,0,1980,0,98112,47.6249,-122.298,1290,4000
12196,3574800810,20150403T000000,486000.0,4,3.0,2260,7336,2.0,0,0,4,7,2260,0,1977,0,98034,47.7297,-122.219,2200,7724
5420,7338001190,20141017T000000,215000.0,3,1.5,1280,5065,2.0,0,0,4,6,1280,0,1983,0,98002,47.3343,-122.217,1070,4491
2533,8691330310,20140505T000000,865000.0,4,3.0,3690,9892,2.0,0,0,3,10,3690,0,1998,0,98075,47.5937,-121.982,3430,11294
19844,7502800030,20140716T000000,659950.0,4,2.75,3550,9400,2.0,0,0,3,9,3550,0,2014,0,98059,47.4827,-122.131,3550,9421
911,7526800200,20141010T000000,615000.0,4,2.25,2500,10062,1.0,0,0,3,8,1600,900,1975,0,98052,47.639,-122.1,2500,9750
1169,3110800260,20140715T000000,274700.0,4,2.0,2440,9600,1.0,0,0,5,7,1220,1220,1963,0,98031,47.4142,-122.179,1370,9600
4170,9294300495,20141114T000000,810000.0,4,2.25,2020,5600,1.0,0,2,4,8,1210,810,1961,0,98115,47.6821,-122.267,2660,6050
8599,4077800590,20150226T000000,635000.0,4,2.5,2080,11176,1.0,0,0,5,8,2080,0,1954,0,98125,47.7107,-122.289,1390,7928
16,1875500060,20140731T000000,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018
16764,1974200020,20150220T000000,450000.0,4,1.75,2190,9752,1.0,0,0,3,8,2190,0,1964,0,98034,47.7108,-122.239,2040,9964
17979,9545200180,20141126T000000,575000.0,3,1.75,2270,10136,2.0,0,0,3,8,2270,0,1979,0,98027,47.535,-122.056,2260,9600
14371,1326049170,20140924T000000,280000.0,3,1.0,1720,9605,1.0,0,0,3,7,860,860,1969,0,98028,47.7439,-122.242,1720,9998
7395,3343901188,20150323T000000,300000.0,3,1.0,1320,7200,1.0,0,0,4,7,1320,0,1959,0,98056,47.5048,-122.19,1720,7249
7431,7156200005,20150402T000000,575000.0,3,1.0,1740,9163,1.0,0,0,3,7,1740,0,1954,0,98125,47.705,-122.299,1490,6509
1724,1066600045,20140904T000000,350000.0,3,1.0,1240,10800,1.0,0,0,5,7,1240,0,1959,0,98056,47.5233,-122.185,1810,10800
154,7920100045,20140516T000000,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100
11510,4136880140,20140522T000000,254500.0,4,2.75,2570,7264,2.0,0,0,3,8,1720,850,1998,0,98092,47.258,-122.208,2420,7911
2352,7229700105,20150424T000000,172500.0,2,2.0,1510,20685,1.0,0,0,2,6,1250,260,1958,0,98059,47.481,-122.116,1490,29527
21607,2997800021,20150219T000000,475000.0,3,2.5,1310,1294,2.0,0,0,3,8,1180,130,2008,0,98116,47.5773,-122.409,1330,1265
5031,2557000630,20140707T000000,266000.0,4,2.25,1995,7102,2.0,0,0,4,8,1995,0,1981,0,98023,47.2986,-122.37,1880,7950
819,1565900070,20140721T000000,246500.0,3,2.0,1430,8919,1.0,0,0,3,7,1430,0,1992,0,98022,47.2118,-121.983,1580,8919
13513,9808640040,20150306T000000,850000.0,3,2.5,2340,1919,2.0,0,2,4,9,2340,0,1981,0,98033,47.6512,-122.203,2415,2166
6939,686450080,20140711T000000,800000.0,4,2.25,3220,8436,2.0,0,0,3,8,3220,0,1968,0,98008,47.6381,-122.116,2500,7632
12694,6326000205,20140812T000000,290000.0,4,1.75,2340,7200,1.0,0,0,3,8,1590,750,1960,0,98146,47.497,-122.369,1970,7800
10202,6690500060,20140724T000000,530000.0,3,1.0,1370,4040,1.5,0,0,3,7,1370,0,1906,0,98103,47.6867,-122.354,1220,3030
6530,1240700006,20150511T000000,870000.0,3,2.0,2320,65340,1.5,0,0,3,9,2320,0,1992,0,98074,47.6106,-122.055,3100,59603
16990,3276200280,20141219T000000,296500.0,3,1.5,1580,10100,1.0,0,0,4,7,1580,0,1961,0,98055,47.4423,-122.193,1650,10032
9765,1775930140,20150505T000000,365000.0,3,1.75,1830,17349,1.0,0,0,3,8,1230,600,1977,0,98072,47.7427,-122.109,1840,11694
11479,3904990260,20140724T000000,545800.0,4,2.5,1980,4500,2.0,0,0,3,8,1980,0,1989,0,98029,47.579,-122.001,1770,4595
6189,7308600050,20140909T000000,738515.0,5,2.75,3360,9200,2.0,0,0,3,9,3360,0,2014,0,98011,47.7754,-122.173,3360,9713
11163,8078460520,20140923T000000,608000.0,4,2.5,2410,7140,2.0,0,0,3,8,2410,0,1993,0,98074,47.6329,-122.021,2350,7140
1921,5152960710,20140514T000000,740000.0,5,5.0,5774,31675,1.0,0,2,3,11,4490,1284,1984,0,98003,47.3466,-122.323,3260,13200
8843,8730000210,20140807T000000,355000.0,2,2.5,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7055,-122.342,1340,1050
1449,8651430560,20140522T000000,180000.0,3,1.0,870,5330,1.0,0,0,3,6,870,0,1969,2014,98042,47.369,-122.077,840,5200
15959,1787600294,20150205T000000,222000.0,2,1.0,830,6893,1.0,0,0,3,7,830,0,1950,0,98125,47.7234,-122.328,1470,7200
17491,5101400994,20140717T000000,361600.0,2,1.0,760,6380,1.0,0,0,3,6,760,0,1941,0,98115,47.6914,-122.31,1590,6380
362,8856950070,20141210T000000,329500.0,4,2.5,1820,7912,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.029,1820,8168
712,8077210350,20140722T000000,639000.0,4,2.5,2210,9875,2.0,0,0,3,9,2210,0,1990,0,98074,47.6285,-122.025,2440,8799
19498,1775800750,20150310T000000,344000.0,3,1.0,1150,12402,1.0,0,0,4,6,1150,0,1969,0,98072,47.7422,-122.099,1400,13600
19136,6303400475,20140911T000000,227000.0,4,1.0,1120,8763,1.0,0,0,3,6,1120,0,1971,0,98146,47.508,-122.358,1120,8636
17246,4141010050,20150121T000000,1288000.0,3,2.5,3240,12625,2.0,0,0,3,11,3240,0,1987,0,98040,47.5327,-122.232,3470,12331
12518,3303950220,20140831T000000,348450.0,4,2.5,1950,8628,2.0,0,0,3,8,1950,0,1994,0,98038,47.3817,-122.035,2210,9019
20624,3629700030,20150223T000000,635000.0,3,3.0,2290,1407,2.5,0,0,3,8,1890,400,2014,0,98027,47.5446,-122.017,2230,1407
19837,4233600260,20141230T000000,1255780.0,5,4.0,4180,12042,2.0,0,0,3,10,4180,0,2014,0,98075,47.5959,-122.014,1800,6052
10354,9485750240,20141017T000000,395000.0,3,2.5,2310,4930,2.0,0,0,4,8,2310,0,1989,0,98055,47.4512,-122.208,2230,5324
17898,2917200475,20150323T000000,430000.0,2,1.0,760,7114,1.0,0,0,3,6,760,0,1946,0,98103,47.7005,-122.352,780,7102
17031,2742100009,20140506T000000,385000.0,3,1.75,1900,5520,1.0,0,0,3,7,1280,620,1982,0,98118,47.5549,-122.292,1330,5196
10040,8914200060,20150115T000000,583000.0,4,2.5,3390,10519,2.0,0,2,3,10,3390,0,1990,0,98003,47.332,-122.334,2830,10519
13799,9144100206,20141125T000000,592000.0,3,1.75,1560,7424,1.0,0,0,5,8,1560,0,1940,0,98117,47.6981,-122.374,1370,7424
3363,6114400028,20140618T000000,403500.0,5,2.5,3600,17300,1.0,0,0,4,8,2410,1190,1968,0,98166,47.4468,-122.341,2620,30200
3412,3971700940,20140930T000000,330000.0,3,1.5,1430,8000,1.0,0,0,5,7,1430,0,1948,0,98155,47.772,-122.322,1410,9820
6906,587550280,20140530T000000,625000.0,4,3.25,4240,25639,2.0,0,3,3,10,3550,690,1989,0,98023,47.3241,-122.378,3590,24967
1346,9542100135,20141112T000000,620000.0,4,1.75,2350,18800,1.0,0,2,3,8,2350,0,1959,0,98005,47.5904,-122.177,3050,14640
21008,9274200322,20140820T000000,580000.0,3,2.5,1740,1236,3.0,0,2,3,8,1740,0,2008,0,98116,47.5891,-122.387,1740,1280
17451,5137300130,20140509T000000,465000.0,4,2.5,1930,9653,1.0,0,0,4,9,1930,0,1968,0,98023,47.3367,-122.335,2100,10454
15330,9536600010,20141223T000000,520000.0,4,0.75,1960,8277,1.0,1,4,4,7,1320,640,1923,1986,98198,47.3648,-122.325,1940,8402
11768,3982700125,20141230T000000,771000.0,4,2.5,2420,7200,2.0,0,0,3,9,2420,0,1991,0,98033,47.6893,-122.197,2650,7800
13205,2287600040,20140711T000000,575000.0,4,1.75,2440,8100,1.0,0,0,4,9,1620,820,1960,0,98177,47.7201,-122.361,2030,8100
11991,1330910370,20141020T000000,897500.0,4,3.0,4370,217882,2.0,0,0,3,10,4370,0,1984,0,98053,47.6573,-122.034,2430,35096
13241,1023089096,20140808T000000,299000.0,3,1.0,1200,15843,1.0,0,2,3,7,1200,0,1955,0,98045,47.4991,-121.779,1410,15843
982,7853340860,20150310T000000,420000.0,2,2.75,1760,4139,2.0,0,0,3,8,1760,0,2010,0,98065,47.5175,-121.878,1870,3076
15172,2423010130,20150306T000000,619100.0,3,1.75,1870,7030,1.0,0,0,3,7,1870,0,1977,0,98033,47.6999,-122.17,1820,7500
18008,2407000110,20150414T000000,275000.0,3,1.75,1580,8775,1.0,0,0,3,6,1220,360,1942,0,98146,47.4845,-122.335,1180,8775
20282,3356402705,20150317T000000,216000.0,4,2.5,1847,8000,2.0,0,0,3,7,1847,0,2008,0,98001,47.2874,-122.257,1767,8000
12563,9290850760,20141028T000000,845000.0,4,2.5,2880,35610,1.0,0,0,3,10,2880,0,1989,0,98052,47.6911,-122.054,3460,35610
4624,3793501050,20140822T000000,399950.0,4,2.5,3200,7545,2.0,0,0,3,7,3200,0,2003,0,98038,47.3666,-122.03,2840,7137
12581,6821600065,20141030T000000,478000.0,2,1.0,820,6000,1.0,0,0,3,7,820,0,1939,0,98199,47.6494,-122.395,1630,6000
18597,3222049087,20150422T000000,570000.0,1,1.0,720,7540,1.0,1,4,4,6,720,0,1905,0,98198,47.3509,-122.323,1120,9736
7199,3820100284,20140827T000000,355000.0,3,3.0,1850,9600,1.0,0,0,3,7,1230,620,1981,0,98028,47.7717,-122.25,1970,10000
19375,8900000100,20141231T000000,509000.0,4,2.0,1630,1724,1.5,0,0,3,6,1030,600,1915,1970,98119,47.6472,-122.362,1780,3810
15015,8732190170,20141210T000000,266000.0,4,2.25,1860,12693,1.0,0,0,3,8,1140,720,1978,0,98023,47.3114,-122.395,1950,8740
17399,5153900080,20140714T000000,199000.0,3,1.0,1510,9100,1.0,0,0,3,7,1510,0,1966,0,98003,47.3331,-122.319,1180,7220
6198,2191600780,20141010T000000,219000.0,2,1.0,1050,9000,1.5,0,0,4,7,1050,0,1984,0,98003,47.2887,-122.299,1550,9600
12673,3758900150,20140826T000000,425000.0,2,1.0,1430,13300,1.5,0,0,3,6,1230,200,1921,0,98033,47.6996,-122.203,1950,11421
11464,1796700160,20150324T000000,279900.0,4,2.5,1770,4338,2.0,0,0,3,7,1770,0,2001,0,98042,47.3672,-122.099,1770,6606
6755,9264940130,20141028T000000,350000.0,4,2.25,2390,13002,2.0,0,0,3,8,2390,0,1987,0,98023,47.3111,-122.35,2450,11200
15163,2848700095,20150402T000000,412000.0,4,1.5,1960,5000,1.0,0,0,3,7,980,980,1912,0,98106,47.5688,-122.363,1300,5000
15369,3526039193,20150407T000000,825000.0,4,3.0,2910,8027,1.0,0,0,5,8,1800,1110,1970,0,98117,47.6939,-122.391,2390,7660
16211,3422059249,20150219T000000,260000.0,4,3.0,1530,8306,2.0,0,0,3,7,1530,0,2010,0,98042,47.3528,-122.146,1930,6925
12186,4107100204,20140821T000000,2135000.0,4,3.25,3860,17820,1.0,0,4,4,10,2630,1230,1975,0,98004,47.6224,-122.215,4590,23760
11688,5649300160,20141209T000000,597500.0,3,1.75,2030,32565,1.0,0,0,3,8,1600,430,1981,0,98052,47.7112,-122.098,2910,34190
117,4060000240,20140623T000000,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780
15179,2413910190,20150202T000000,500000.0,3,1.75,1690,48096,1.0,0,0,3,7,1690,0,1973,0,98053,47.6745,-122.061,2070,35160
3312,6638900115,20150331T000000,296000.0,2,1.0,750,4680,1.0,0,0,3,5,750,0,1948,0,98117,47.6919,-122.371,1450,4400
13048,7011200515,20141112T000000,870000.0,4,1.75,1920,3600,2.0,0,0,4,8,1920,0,1907,0,98119,47.6382,-122.368,1920,3600
6134,255550190,20140722T000000,350000.0,3,2.5,2100,3574,2.0,0,0,3,7,1690,410,2005,0,98019,47.7453,-121.984,1970,2962
19374,2215450100,20150112T000000,330000.0,4,2.5,2240,7589,2.0,0,0,3,8,2240,0,1994,0,98030,47.3824,-122.207,2250,7300
19395,1231000645,20140801T000000,846000.0,4,3.25,2720,4000,2.0,0,1,3,10,2070,650,2014,0,98118,47.5554,-122.267,1450,4000
20575,7203140180,20140821T000000,429000.0,4,2.5,1840,4593,2.0,0,0,3,7,1840,0,2010,0,98053,47.6866,-122.013,1740,3600
17503,4345000440,20150223T000000,241500.0,3,2.0,1310,7349,1.0,0,0,3,7,870,440,1995,0,98030,47.3639,-122.186,1690,6580
9017,3739500096,20150505T000000,430000.0,3,2.0,1540,6000,1.0,0,0,4,6,1540,0,1953,0,98155,47.7372,-122.307,1490,8213
21448,255550100,20140711T000000,326000.0,3,2.25,1930,3462,2.0,0,0,3,7,1930,0,2004,0,98019,47.7453,-121.985,1930,2952
14435,455000841,20140829T000000,475000.0,2,1.0,870,7975,1.0,0,2,3,7,870,0,1946,0,98107,47.6698,-122.361,1080,5722
14407,7853300970,20150421T000000,489000.0,4,2.5,2170,4587,2.0,0,0,3,7,2170,0,2006,0,98065,47.5396,-121.889,2170,5211
19041,2141310580,20141125T000000,707000.0,4,2.25,2920,17023,1.0,0,0,4,9,1690,1230,1977,0,98006,47.5585,-122.134,2710,10681
4356,4232900940,20140522T000000,926300.0,3,1.5,1660,4800,2.0,0,0,3,8,1660,0,1907,0,98119,47.6352,-122.358,1690,4000
19691,2909310060,20150109T000000,319000.0,4,2.5,2020,5100,2.0,0,0,3,7,2020,0,2010,0,98023,47.2822,-122.357,2300,5685
17665,1125069086,20150428T000000,753000.0,3,2.5,3070,223463,2.0,0,0,3,9,3070,0,2003,0,98053,47.664,-121.993,3640,223463
11732,9528104109,20141027T000000,530000.0,3,2.5,1365,1090,3.0,0,0,3,7,1315,50,2003,0,98115,47.6776,-122.324,1360,1124
6278,8068000305,20141104T000000,241000.0,3,1.0,1150,10000,1.0,0,0,3,6,1000,150,1951,0,98178,47.5075,-122.262,1340,10000
16404,2652500225,20141010T000000,575000.0,3,2.75,1710,3600,1.0,0,0,3,7,1590,120,1909,0,98119,47.642,-122.36,1710,3600
16476,5606000255,20141017T000000,735000.0,4,1.75,2380,5700,2.0,0,1,4,7,1820,560,1946,0,98105,47.6656,-122.271,2190,5700
21302,7853360480,20140904T000000,540000.0,4,2.5,2710,9248,2.0,0,0,3,7,2710,0,2011,0,98065,47.5164,-121.875,2710,5000
12680,925069123,20150318T000000,590000.0,3,1.0,1610,58370,1.0,0,0,3,7,1610,0,1978,0,98053,47.6718,-122.044,2510,58127
7791,1702901485,20140603T000000,440000.0,2,1.0,1230,6600,1.0,0,0,3,7,1130,100,1906,0,98118,47.5573,-122.282,1260,5060
7793,251300110,20150114T000000,358000.0,3,2.25,2510,12013,2.0,0,0,3,8,2510,0,1988,0,98003,47.3473,-122.314,1870,8017
16403,1233100351,20141211T000000,305000.0,3,1.0,1150,9048,1.0,0,0,2,7,1150,0,1922,0,98033,47.6755,-122.177,1550,8207
19423,5089700750,20140509T000000,320000.0,4,2.25,2310,7490,2.0,0,0,3,8,2310,0,1980,0,98055,47.4379,-122.192,2310,8480
3718,9294300600,20150415T000000,1240000.0,4,3.0,3010,6139,2.0,0,4,5,8,2560,450,1950,1972,98115,47.6799,-122.268,2100,6798
10822,6071800310,20140619T000000,558000.0,4,2.25,2060,10358,1.0,0,0,4,8,1320,740,1962,0,98006,47.5478,-122.174,2060,9676
14076,8687800150,20141120T000000,294000.0,3,2.0,1650,11256,1.0,0,0,4,7,1250,400,1957,0,98168,47.4707,-122.26,1860,11256
17104,1789800020,20140603T000000,375900.0,6,1.5,2550,33740,1.0,0,0,4,8,1750,800,1958,0,98023,47.3222,-122.362,2010,28200
21316,6600000050,20150310T000000,1698000.0,4,3.5,3950,6240,2.0,0,0,3,11,3950,0,2015,0,98112,47.6221,-122.29,2040,6240
10560,2459960030,20140815T000000,343888.0,4,2.5,2060,5607,2.0,0,0,3,7,2060,0,2002,0,98058,47.4365,-122.144,2060,5367
16114,8645900080,20140827T000000,427000.0,3,2.0,1720,128066,1.0,0,0,3,7,1720,0,1994,0,98027,47.4487,-121.981,2360,111078
6162,4197400005,20140620T000000,455000.0,4,2.25,2450,21000,1.0,0,2,4,8,1650,800,1954,0,98166,47.4559,-122.344,1820,12480
3947,7304300906,20140613T000000,304000.0,3,1.0,1280,8184,1.5,0,0,4,6,1280,0,1947,0,98155,47.7467,-122.319,1120,8184
10080,3092000030,20140808T000000,270000.0,3,2.25,1470,16728,1.0,0,0,4,7,1350,120,1959,0,98168,47.4968,-122.302,1540,9000
17810,1323059098,20150402T000000,315000.0,3,2.0,1220,14645,1.0,0,0,3,6,1220,0,1970,0,98059,47.4842,-122.117,1980,24960
2739,1324059139,20140918T000000,613000.0,3,2.25,1960,10385,1.0,0,0,3,8,1960,0,1988,0,98008,47.5736,-122.109,2800,12632
5788,4167800130,20150501T000000,310000.0,5,2.25,2600,9600,1.0,0,2,4,8,1810,790,1969,0,98023,47.3257,-122.365,2070,9660
3292,7701961030,20150129T000000,875000.0,4,2.5,3600,21794,2.0,0,0,4,11,3600,0,1990,0,98077,47.7121,-122.072,3410,19864
463,4166600473,20141209T000000,359500.0,4,2.25,2390,11250,2.0,0,0,3,9,2390,0,1988,0,98023,47.3305,-122.371,2480,11250
7992,2734100835,20150303T000000,90000.0,1,1.0,780,4000,1.0,0,0,3,5,780,0,1905,0,98108,47.5424,-122.321,1150,4000
8663,6918730230,20150401T000000,485000.0,4,2.25,1810,7068,2.0,0,0,5,7,1810,0,1976,0,98034,47.7319,-122.204,1460,7274
12835,8961800035,20140605T000000,229000.0,2,1.0,1190,7408,1.0,0,0,3,6,830,360,1941,0,98168,47.5094,-122.31,1140,7408
3164,6021503830,20140620T000000,480000.0,4,1.0,2080,5500,1.0,0,0,3,7,1040,1040,1941,0,98117,47.6838,-122.386,1280,4000
4442,2461900375,20150414T000000,685000.0,4,2.5,2770,6000,2.0,0,0,3,8,2400,370,1993,0,98136,47.5536,-122.383,2120,6000
8522,3331001910,20140818T000000,312000.0,2,1.0,1170,5150,1.0,0,0,3,6,980,190,1907,0,98118,47.5503,-122.283,1660,5150
8342,3888100043,20140507T000000,350000.0,3,1.0,1010,9360,1.0,0,0,3,6,1010,0,1981,0,98033,47.6874,-122.168,1470,9360
13150,104550580,20140520T000000,260000.0,4,2.5,1990,6671,2.0,0,0,3,7,1990,0,1989,0,98023,47.3078,-122.358,1862,6566
21230,3629990280,20140623T000000,497000.0,3,2.25,1630,3817,2.0,0,0,3,7,1630,0,2005,0,98029,47.5485,-121.999,1630,3348
13153,5316100220,20150319T000000,1250000.0,4,2.25,1830,7200,2.0,0,2,3,8,1750,80,1923,0,98112,47.6315,-122.282,3100,7200
11375,952000310,20140520T000000,525000.0,3,1.5,1540,4773,2.0,0,0,3,8,1540,0,1941,2009,98126,47.5678,-122.378,1540,5750
18510,6064800410,20140730T000000,300000.0,3,2.25,1960,1585,2.0,0,0,3,7,1750,210,2003,0,98118,47.5414,-122.288,1760,1958
13589,7831800395,20140515T000000,312500.0,2,1.0,880,6345,1.0,0,0,3,7,880,0,1919,0,98106,47.5341,-122.358,1440,6345
20977,7889601165,20140826T000000,268000.0,3,2.5,1700,2250,2.0,0,0,3,7,1700,0,2014,0,98168,47.4914,-122.334,1520,4500
18528,7116500925,20140520T000000,206000.0,4,2.0,1700,6025,1.0,0,0,3,6,1700,0,1978,0,98002,47.3029,-122.221,1320,5956
15311,3383900048,20141022T000000,550000.0,3,2.5,1550,1092,3.0,0,0,3,8,1390,160,2004,0,98102,47.6355,-122.324,1550,1079
4044,322059097,20141105T000000,269900.0,3,1.5,1420,22100,1.0,0,0,5,7,1420,0,1957,0,98042,47.4193,-122.149,1540,21780
5228,2124079093,20150112T000000,835000.0,2,3.25,3570,392475,1.0,0,0,3,9,2370,1200,1998,0,98024,47.5448,-121.93,3190,217800
4396,7518506595,20140826T000000,660000.0,3,2.0,2880,5100,1.5,0,0,4,7,2080,800,1926,0,98117,47.6805,-122.385,1820,5100
4699,6648150090,20150108T000000,1195000.0,4,4.0,4050,9517,2.0,0,0,3,11,3360,690,1990,0,98040,47.5769,-122.215,3330,9436
8685,9264921110,20150115T000000,275000.0,3,1.75,1840,14005,1.0,0,0,3,8,1840,0,1983,0,98023,47.3124,-122.345,2170,7992
11865,1321740260,20141015T000000,349900.0,4,2.75,2530,13474,2.0,0,0,4,8,2530,0,1994,0,98023,47.289,-122.344,2490,13140
1307,2130702075,20140926T000000,316000.0,3,1.0,1010,7838,1.0,0,0,4,6,1010,0,1977,0,98019,47.7422,-121.981,1380,8128
18498,1555200590,20141223T000000,206000.0,3,1.0,920,8400,1.0,0,0,3,7,920,0,1963,0,98032,47.3771,-122.287,1260,8400
10244,1689401230,20140625T000000,1355000.0,3,1.5,2680,4775,2.0,0,2,5,8,1880,800,1913,0,98109,47.6333,-122.347,2280,5947
10295,2473460860,20141027T000000,260000.0,4,2.5,2110,8990,2.0,0,0,3,8,2110,0,1977,0,98058,47.4457,-122.127,2040,8800
11476,6303400520,20150127T000000,265000.0,2,2.0,1650,8975,1.0,0,0,5,6,1650,0,1942,0,98146,47.5073,-122.36,1260,8668
14989,8562740480,20150414T000000,840000.0,4,3.25,3160,6327,2.0,0,0,3,9,2280,880,2004,0,98027,47.536,-122.066,3160,5946
